ID,NAME,DESKV,LINE_TYPE,PNP,INSTALL_DATE,LENGTH,ALT_NAME_1,ALT_NUM_1,ALT_NUM_2,LINE_USAGE,OPCO_1_NAME,OPCO_1_EAS_NUMBER,STATUS,OWNING_COMPANY,PCT_AEP_OWNERSHIP,OBJECTID,NOTES,DOCUMENT,GLOBALID,ET_CREATOR,ET_CREATED,ET_EDITOR,ET_EDITED,LOCATION_Length,LOCATION
21774732,Choctow Electrical Co-op Tap,138 kV,Tap,,,19124.510000000002,,81-835B,,,non AEP,TLN386:0835,In service,other,100,287790,Owned by WFEC,,{F0848C8D-3DA3-492A-AD87-6D637443CD17},,,TGIS,"July 25, 2018",7042.201079459266,
21776123,Pittsburg 345 - Seminole(OG&E),345 kV,Line,90-917,"December 31, 1968",58031.65,,90-917,,,Public Service of Oklahoma,TLN114:0917,In service,AEP - PSO,100,287806,,,{EF0783FA-B3D4-4C5A-9237-4A0D16A59504},,,,"February 6, 2015",21453.02923879724,
21779514,"Delaware 345 - City of Coffeyville ""B""",138 kV,Line,,,82237.97,,81-564,,,Public Service of Oklahoma,TLN114:0564,In service,AEP - PSO,100,287822,,,{1474C949-9A07-4745-8FBE-805852D63F3F},,,,"February 6, 2015",31394.48579324911,
21784471,Oneta - Clarksville 345(SWEPCO),345 kV,Line,90-901,"December 31, 1964",85752.97,,90-901,,,Public Service of Oklahoma,TLN114:0901,In service,AEP - PSO,100,287838,,,{D2DAD9E5-F978-4B94-B118-9E7A10947482},,,S281088,"March 29, 2018",32277.244070661916,
21788255,Oneta - Riverside Power Station,345 kV,Line,90-902,"December 31, 1978",96578.14,,90-902,,,Public Service of Oklahoma,TLN114:0902,In service,AEP - PSO,100,287854,,,{B6878A83-ECCF-4034-B8CE-E618CAFA9E91},,,S281088,"March 28, 2018",36320.548495639065,
21792430,Mound Road - Shidler,138 kV,Line,,,217771.5,,81-558,,,Public Service of Oklahoma,TLN114:0558,In service,AEP - PSO,100,287870,Western Wall box bay installed 2015 to connect to OMPA,,{4F4E6154-69D4-4205-A62F-7B9F4C8DFE06},,,S281766,"March 7, 2019",82813.44604809514,
21811527,Comanche Tap,138 kV,Tap,,,3736.4700000000002,,81-827A,,,Public Service of Oklahoma,TLN114:0840A,In service,AEP - PSO,100,287902,,,{85AD4A96-D7F4-4735-AC66-1DA80EBA9428},,,,"February 6, 2015",1424.4925329629393,
287918,Bartlesville Comanche - Blake,69 kV,Line,,"December 31, 1957",91553.14,,66-113,,,Public Service of Oklahoma,TLN114:0113,In service,AEP - PSO,100,287918,,,{EA56E917-821A-4CCD-9A2A-54D6F30ED440},,,S281766,"March 21, 2018",34926.48409246929,
21812512,Copan South Tap,69 kV,Tap,,,222.6,,66-113A,,,Public Service of Oklahoma,TLN114:0113A,In service,AEP - PSO,100,287934,,,{414893A9-B4D6-410A-AD0C-66059514CF2C},,,,"February 6, 2015",84.94142843166531,
21819362,Bartlesville Southeast - Shidler,138 kV,Line,,,35965.65,,81-827,,,Public Service of Oklahoma,TLN114:0827,In service,AEP - PSO,100,287950,,,{B850D200-5208-4485-880A-7CCC3EE6A38D},,,S276934,"March 26, 2018",13664.169347770806,
287966,Vinita Junction - Hockerville (EDE),138 kV,Line,81-557,"December 31, 1991",192004.47,,81-557,,,Public Service of Oklahoma,TLN114:0557,In service,AEP - PSO,100,287966,,,{5BEF0791-B6CD-453D-AD07-CF30EF260B51},,,S275760,"June 22, 2017",73168.99869630094,
21832713,Northeastern - Vinita JCT,138 kV,Line,81-545,"December 31, 1989",252565.16,,81-545,,,Public Service of Oklahoma,TLN114:0545,In service,AEP - PSO,100,287982,,,{76A79317-C1F6-4A69-B8FA-0ACDE9D9AAA7},,,S276934,"August 23, 2018",95732.48775957219,
21853995,Riverside Power Station - Wekiwa,345 kV,Line,90-906,"December 31, 1975",114238,,90-906,,,Public Service of Oklahoma,TLN114:0906,In service,AEP - PSO,100,288014,,,{09EB29C2-8FA9-4BD7-9651-413D0C317A4A},,,S276934,"October 3, 2018",43032.09326946861,
21860882,Henryetta - Weleetka,138 kV,Line,,"December 31, 2002",70432.27,,81-567,,,Public Service of Oklahoma,TLN114:00567,In service,AEP - PSO,100,288030,,,{55433987-87DC-449C-9DB0-E811AB4D3E08},,,,"February 6, 2015",26290.840320827967,
21866410,Weleetka - Okemah,69 kV,Line,66-138,"December 31, 1962",63447.17,,66-138,,,Public Service of Oklahoma,TLN114:0138,In service,AEP - PSO,100,288046,,,{28C54E8E-FF15-4C1E-8DDD-15FD92C221A5},,,S271647,"July 25, 2018",23678.28837690009,
21893730,Weleetka Power Station - Fixico (OG&E),69 kV,Line,,,58096.130000000005,,66-103,,,Public Service of Oklahoma,TLN114:0103,In service,AEP - PSO,100,288126,,,{C84997B1-BFD9-4F52-9E82-6FE2A1DAF743},,,S276934,"August 10, 2018",21641.352196852916,
21897923,Grove - Noel (EDE),161 kV,Line,81-555,"December 31, 1991",40261.590000000004,,81-555,,,Public Service of Oklahoma,TLN114:0555,In service,AEP - PSO,100,288142,,,{6E16EC89-C5F6-4243-A42E-4E2B4B9ECD62},,,,"February 6, 2015",15250.958800130683,
21902099,Grove - Pryor Junction ,138 kV,Line,81-554,"December 31, 1992",253777.71,,81-554,,,Public Service of Oklahoma,TLN114:0554,In service,AEP - PSO,100,288158,,,{9FF1D3E6-6771-4D13-99F0-7C4E9E679B09},,,,"February 6, 2015",96136.91961362668,
21906405,Jay Tap,138 kV,Tap,,"December 31, 1994",835.65,,81-554A,,,Public Service of Oklahoma,TLN114:0554A,In service,AEP - PSO,100,288174,,,{F7C023B1-98D5-4A1F-A530-7BF4EE9355C8},,,,"February 6, 2015",317.1951648440448,
21918601,Pryor Junction - Vinita,69 kV,Line,66-142,"December 31, 1963",135611.57,,66-142,,,Public Service of Oklahoma,TLN114:0142,In service,AEP - PSO,100,288190,,,{959D9AB3-DD2E-499B-A85E-6D08A874FE54},,,S281766,"April 3, 2018",51456.24141467667,
21922201,Adair Tap,69 kV,Tap,,,155.53,,142A,,,Public Service of Oklahoma,TLN114:0142A,In service,AEP - PSO,100,288206,,,{E75AB2A8-1F66-4D32-9318-4C887E3412A3},,,,"February 6, 2015",58.76188414634217,
288222,Pryor JCT - Markham Ferry (GRDA),138 kV,Line,81-824,"December 31, 1962",54282.23,,81-824,,,Public Service of Oklahoma,TLN114:0824,In service,AEP - PSO,100,288222,,,{7853B09D-F3F9-4C98-8A12-0B683B4226E2},,,S281766,"April 4, 2018",20548.313238806917,
21936942,Pryor Junction - Maid,138 kV,Line,81-546,"December 31, 1989",33236.67,,81-546,,,Public Service of Oklahoma,TLN114:0546,In service,AEP - PSO,100,288238,,,{35392DEB-D4A9-4BF0-8871-CDCA4B4092E0},,,,"February 6, 2015",12576.657250164933,
21939248,Pryor City (GRDA) - Pryor Junction,69 kV,Line,66-140,"December 31, 1962",24668.28,,66-140,,,Public Service of Oklahoma,TLN114:0140,In service,AEP - PSO,100,288254,,,{C673AC7B-6EDB-44FD-8031-F2BA5D7FE8C2},,,S281766,"March 29, 2018",9316.206888314363,
21941535,Pryor Continental Pipe Tap,69 kV,Tap,66-141A,"December 31, 1964",22807.07,,66-141A,,,Public Service of Oklahoma,TLN114:0141A,In service,AEP - PSO,100,288270,,,{859EBD79-C3DC-4A2D-8B3E-7C860385C492},,,S281766,"April 6, 2018",8604.464901083018,
21944138,Chouteau - Pryor City (GRDA),69 kV,Line,66-141,"December 31, 1983",28155.82,,66-141,,,Public Service of Oklahoma,TLN114:0141,In service,AEP - PSO,100,288286,,,{12EAF8EA-54B5-4FDF-B6D8-02556384C75A},,,,"February 6, 2015",10654.615985241531,
21968107,Broken Arrow Water Plant Tap,138 kV,Tap,81-587B-C,"December 31, 2012",16422.19,,,66-106B,,Oklahoma TransCo,TLN386:81598,In service,AEP - Oklahoma TransCo,100,288334,Rebuild for OKTransCo in 2013,,{26573DA2-86DC-45BC-9131-B231AFCC6876},,,,"February 6, 2015",6200.748051134113,
21974075,Wright City Tap,69 kV,Line,66-145,"December 31, 1969",43307.9,,66-145,,,Public Service of Oklahoma,TLN114:0145A,In service,AEP - PSO,100,288366,,,{A6842D5B-95F6-40F4-B286-A1C640B7DAB5},,,S276934,"February 12, 2018",15888.114604026977,
21977975,Hugo - Valliant 345,69 kV,Line,66-119,"December 31, 1954",178133.84,,66-119,,,Public Service of Oklahoma,TLN114:0119,In service,AEP - PSO,100,288382,,,{CC6FE243-83EF-4AC2-9096-A102D6C9358D},,,S276934,"February 15, 2018",65215.70930888857,
21993378,McGee Creek Pump Station Tap,69 kV,Tap,66-130B,"December 31, 1982",20634.760000000002,,66-130B,,,Public Service of Oklahoma,TLN114:0130B,In service,AEP - PSO,100,288398,,,{133FD2F1-7F70-463F-B082-E0D757AE6CE3},,,S281088,"January 29, 2019",7609.869700226894,
21995327,SWPA Tap - Explorer Pump (Holdenville),138 kV,Line,81-517,"December 31, 1973",2244.84,,81-517,,,Public Service of Oklahoma,TLN114:0517,In service,AEP - PSO,100,288414,,,{1920188B-6156-4A77-B729-F67979EE7791},,,,"February 6, 2015",836.455716613669,
21995590,Tupelo (SWPA) - Atoka,138 kV,Line,81-823,"December 31, 1983",129539.44,,81-823,,,Public Service of Oklahoma,TLN114:0823,In service,AEP - PSO,100,288430,Lehigh Tie-in for OkTransCo built in March 2015,,{8D4242C1-4CAD-4835-ACBD-E7FBC0FA953F},,,S281088,"January 25, 2019",47943.30733997035,
22003931,Colgate Pump Tap,138 kV,Tap,,,3221.3,,81-823A,,,Public Service of Oklahoma,TLN114:0823A,In service,AEP - PSO,100,288462,,,{FB19A381-BC6F-4FB5-B228-3DB36030D327},,,S281088,"January 25, 2019",1189.0186211252294,
22004282,Allen Transoak Tap,138 kV,Tap,81-823C,"December 31, 1973",43977.36,,81-823C,,,Public Service of Oklahoma,TLN114:0823C,In service,AEP - PSO,100,288478,,,{D0E3ED35-0654-4F75-BCE3-CF5E627AFAD7},,,S281088,"January 25, 2019",16278.15736649006,
22007093,Atoka - McAlester  ,138 kV,Line,,"April 25, 2017",160890.38,,66-117,,,Oklahoma TransCo,TLN386:81595,In service,AEP - Oklahoma TransCo,100,288494,,,{8634A927-0884-4A74-B260-7B44C826D983},,,S281088,"February 18, 2019",59722.08622065396,
22023813,Atoka Pump Tap,69 kV,Tap,66-117A,"December 31, 1987",1510.59,,66-117A,,,Public Service of Oklahoma,TLN114:0117A,In service,AEP - PSO,100,288510,,,{6AAE053B-C4C0-431B-8963-5E6C7DEF7055},,,S281088,"January 14, 2019",557.9437882564193,
288542,Red Oak - Talihina West Tap,69 kV,Line,66-118A,"December 31, 1973",77084.7,,66-118,,,Public Service of Oklahoma,TLN114:0118,In service,AEP - PSO,100,288542,,,{7839FED9-3AB7-4782-B616-D83C7F8AE9D7},,,S281766,"October 19, 2018",28716.354325615128,
22042170,Enogex Tap,138 kV,Tap,,,5597.37,,81-836B,,,Public Service of Oklahoma,TLN114:0836B,In service,AEP - PSO,100,288558,,,{FE1B2765-3A96-48E8-84EA-A8A4A89A4814},,,,"February 6, 2015",2079.6029553030485,
22042878,Eufaula (SWPA) - Red Oak,138 kV,Line,81-836,"December 31, 1963",202097.7,,81-836,,,Public Service of Oklahoma,TLN114:0836,In service,AEP - PSO,100,288574,,,{53094CE1-1E7B-414F-820E-64E50232D3E9},,,S281088,"January 24, 2019",75264.75757556384,
22049660,Lone Oak - Red Oak,69 kV,Line,66-111,"December 31, 1946",141656.64,,66-111,,,Public Service of Oklahoma,TLN114:0111,In service,AEP - PSO,100,288590,,,{9F56F863-C8E7-485D-81AD-A65D1FFE8D6D},,,S281088,"January 24, 2019",52470.789062453725,
22053390,Wilburton Tap,69 kV,Tap,,,97.01,,66-111A,,,Public Service of Oklahoma,TLN114:0111A,In service,AEP - PSO,100,288606,,,{38F9A4D8-E4CE-4888-AC9B-F1A87FD2128F},,,,"February 6, 2015",36.07639421432516,
22069008,Craig Junction - Idabel,138 kV,Line,,,94541.3,,81-561,,,Public Service of Oklahoma,TLN114:0561,In service,AEP - PSO,100,288638,,,{C8AF22AC-E2A6-43FF-A86F-79C8850D2F6B},,,S276934,"November 5, 2018",34634.88332332634,
22076101,Pittsburg 345 - Valliant 345,345 kV,Line,90-904,"December 31, 1968",371163.97000000003,,90-904,,,Public Service of Oklahoma,TLN114:0904,In service,AEP - PSO,100,288654,,,{D4C80ED7-D460-47AF-AAE9-240286ECA4B9},,,S281088,"January 17, 2019",136682.49491438642,
22104413,Northeastern Power Station - Oneta,345 kV,Line,90-903,"December 31, 1982",164387.34,,90-903,,,Public Service of Oklahoma,TLN114:0903,In service,AEP - PSO,100,288670,,,{76185CFC-5C5F-44BA-8951-87A7EEA87EE9},,,,"February 6, 2015",62187.249577923154,
22113904,Ramona Tap,69 kV,Tap,66-147,"December 31, 1981",480.09000000000003,,66-147,,,Public Service of Oklahoma,TLN114:0147,In service,AEP - PSO,100,288686,,,{19325C73-9DF8-4939-A4A3-F78350B09962},,,S276934,"January 9, 2019",183.3966941148206,
22114015,Barnsdall Tap - Mound Road,138 kV,Line,81-552,"December 31, 1993",93360.14,,81-552,,,Public Service of Oklahoma,TLN114:0552,In service,AEP - PSO,100,288702,,,{EE572B65-FCD1-40C6-9F6B-DF3897AE8A0E},,,S281766,"March 22, 2018",35489.875186137004,
22119458,Atoka - Hugo,69 kV,Line,66-130,"December 31, 1946",262284.01,,66-130,,,Public Service of Oklahoma,TLN114:0130,In service,AEP - PSO,100,288718,,,{04857B78-C87A-4CAE-B8C4-4660F324D131},,,S281088,"January 29, 2019",96289.71511439579,
22146314,McAlester - Lone Oak,138 kV,Line,,,71602.67,,81-539,,,Public Service of Oklahoma,TLN114:0539,In service,AEP - PSO,100,288734,,,{2BEC85C3-CC9A-4AE6-9D37-F4F8200DEB4D},,,S271647,"July 24, 2018",26533.167504833,
22148897,McAlester South Tap,138 kV,Tap,81-539A,"December 31, 1985",30596.350000000002,,81-539A,,,Public Service of Oklahoma,TLN114:0539A,In service,AEP - PSO,100,288750,,,{8BA707BE-719B-43B1-9F4C-E1A9070D398F},,,S281766,"April 9, 2018",11350.224904551034,
22150456,McAlester City Extension,138 kV,Extension,,"February 29, 2012",29594.95,,,,,Oklahoma TransCo,TLN386:81584,In service,AEP - Oklahoma TransCo,100,288766,Rebuid as double circuit in Mar 2012,,{AD43D8E0-7DBE-477F-9552-7A9A42F39BEE},,,,"February 6, 2015",10992.659675571725,
22271342,Tulsa North - American Airlines,138 kV,Line,81-548,"December 31, 1989",58457.18,,81-548,,,Public Service of Oklahoma,TLN114:0548,In service,AEP - PSO,100,289022,,,{A5A06C5B-EA47-444B-BA53-B0E5F58BEFB1},,,S284690,"September 7, 2018",22076.249252766254,
22275645,Cherokee Industrial Park Tap,138 kV,Tap,81-829A,"December 31, 1977",11456.27,,81-829A,,,Public Service of Oklahoma,TLN114:0829A,In service,AEP - PSO,100,289038,,,{C93E1ABC-67C2-41AF-AA6A-63CB2006F324},,,S276934,"August 30, 2018",4414.344735418866,
22277090,Whirlpool Tap,138 kV,Tap,81-548A,"December 31, 1994",1755.42,,81-548A,,,Public Service of Oklahoma,TLN114:0548A,In service,AEP - PSO,100,289054,,,{46E5E573-40A9-43D0-B738-74B2AD5CA934},,,,"February 6, 2015",663.1093601020485,
22277362,Tulsa North - Mohawk,138 kV,Line,81-846,"December 31, 1967",36936.48,,81-846,,,Public Service of Oklahoma,TLN114:0846,In service,AEP - PSO,100,289070,,,{A394127C-8880-43FB-9385-E52319A28827},,,S281088,"November 5, 2018",13963.382956237288,
22278283,Northeast Plant - Catoosa,138 kV,Tap,81-817\A\B\C,"December 31, 1993",18614.2,,81-817,,,Public Service of Oklahoma,TLN114:0817,In service,AEP - PSO,100,289086,"Includes 2nd circuit on Catoosa - Tulsa North and Northeastern Power Station - Tulsa North that runs from Catoosa Sub to Northeastern 138 Sub, Tap to Port of Catoosa, and Tap to Owasso; Bird Creek Pump Tap Rebuilt in 2014",,{5BA34A83-1923-4173-82FB-16A2CF4B8A3B},,,S276934,"February 5, 2019",7035.258295800519,
22280324,Port of Catoosa Tap,138 kV,Line,81-828B,"December 31, 1981",10442.95,,81-828B,,,Public Service of Oklahoma,TLN114:0828B,In service,AEP - PSO,100,289118,,,{DBB8BC47-17AE-4038-85F7-143AE47487A7},,,,"February 6, 2015",3943.516664210378,
22281562,Terra Nitrogen Tap,138 kV,Tap,81-828A,"December 31, 1973",6914.89,,81-828A,,,Public Service of Oklahoma,TLN114:0828A,In service,AEP - PSO,100,289134,,,{CC1190EA-8569-4238-B0D4-620BAC32BD91},,,,"February 6, 2015",2606.3678313016116,
22282283,Lynn Lane Tap,138 kV,Tap,81-839B,,5325.88,,81-838,,,Public Service of Oklahoma,TLN114:0810,In service,AEP - PSO,100,289150,,,{8E5E2689-4A96-4887-BF9F-0C701A65C346},,,,"February 6, 2015",2011.4301916760378,
22283662,21st & 89th East Avenue Tap,138 kV,Tap,81-838B,"December 31, 1964",41773.9,,81-838B,,,Public Service of Oklahoma,TLN114:0838B,In service,AEP - PSO,100,289166,,,{B87F3E28-D9B4-4039-9396-59DD7085C79A},,,S276934,"July 5, 2018",15734.376385574403,
22290985,Riverside Station - Tulsa Power Station,138 kV,Line,81-550,,40912.61,,81-550,,,Public Service of Oklahoma,TLN114:0550,In service,AEP - PSO,100,289214,,,{79271B19-1663-4291-B96B-18D1AE4496AB},,,S276934,"May 3, 2018",15388.99300502718,
22294851,Tulsa No. 1 - Riverside,138 kV,Line,81-521,"December 31, 1974",52274.56,,81-521,81-573,,Public Service of Oklahoma,TLN114:00521,In service,AEP - PSO,100,289230,,,{7CA37D68-FD0B-43C0-99B1-9E35E4D0B23A},,,S281088,"March 23, 2018",19720.280920656863,
22296031,Jenks Tap,138 kV,Tap,81-521B,,249.28,,81-521B,,,Public Service of Oklahoma,TLN114:0521B,In service,AEP - PSO,100,289246,,,{9548EE54-7BA6-4411-9C7D-272AD7EAD6E8},,,,"February 6, 2015",93.83760532337781,
22299795,Oaks 138 Tap,138 kV,Tap,81-550A,"December 31, 1997",16067.15,,81-550A,,,Public Service of Oklahoma,TLN114:0550A,In service,AEP - PSO,100,289262,,,{5BE8B98A-327B-4510-9E6C-DD82D310345E},,,S281088,"March 23, 2018",6045.8736048814135,
289278,Riverside Power Station - Tulsa Power Station,138 kV,Line,81-522,,31241.14,,81-522,,,Public Service of Oklahoma,TLN114:0522,In service,AEP - PSO,100,289278,3/16A rebuilt for 2015 Riverside ? South Hudson Reroute on TLN114:0809,,{899D00C5-21B3-4DCB-BB1A-1DC08F8205D6},,,S281088,"November 8, 2018",12004.525160941406,
22302698,Sheffield Steel Co - Wekiwa,138 kV,Line,81-534,"December 31, 1978",31061.72,,81-534,,,Public Service of Oklahoma,TLN114:0534,In service,AEP - PSO,100,289294,,,{A181766C-5202-443A-8209-A35752492CB8},,,S276934,"October 3, 2018",11701.485390097366,
22306371,Keystone (SWPA) - Wekiwa,138 kV,Line,81-529,"December 31, 1985",10554.97,,81-529,,,Public Service of Oklahoma,TLN114:0529,In service,AEP - PSO,100,289310,,,{60253E34-DF2A-4DEA-BFC9-FC34437D77AE},,,S281766,"March 29, 2018",3980.879078062964,
289326,Sand Springs Sub - OG&E Interconnect,138 kV,Line,,,47507.16,,81-818,,,Oklahoma TransCo,TLN386:81818,In service,AEP - Oklahoma TransCo,100,289326,,,{C11FB490-1424-4AF1-9F9B-BC84E787D6C8},,,S276934,"January 4, 2019",17932.62720675485,
22311551,Prattville Tap,138 kV,Tap,,"October 2, 2016",1690.63,,81-818A,,,Oklahoma TransCo,TLN386:0818A,In service,AEP - Oklahoma TransCo,100,289342,,,{A22F5777-A31E-4E99-B089-245CA1C79E02},,,S284690,"August 20, 2018",639.5225847949487,
22311731,Catoosa - Oneta,138 kV,Line,81-838,"December 31, 1964",22721.14,,81-838,,,Public Service of Oklahoma,TLN114:0838,In service,AEP - PSO,100,289358,,,{8AF15044-9C06-4C44-862A-8A263C059669},,,S276934,"July 5, 2018",8589.288998317863,
22312925,Pine & Peoria Tap No2,138 kV,Tap,81-846A,"December 31, 1967",18279.75,,81-846A,,,Public Service of Oklahoma,TLN114:0846A,In service,AEP - PSO,100,289374,,,{4B20E937-27DC-40B4-B915-CA078CE1A3BB},,,S281088,"November 5, 2018",6907.708426747144,
289390,Tulsa North - West Edison,138 kV,Line,81-518,"December 31, 1973",53672.74,,81-518,,,Public Service of Oklahoma,TLN114:0518,In service,AEP - PSO,100,289390,"2014, Replaced 4 structures",,{17039848-F1D8-40CA-AD82-7AC6AD275796},,,S281088,"November 2, 2018",20324.145051826533,
289422,Catoosa - Dawson  ,69 kV,Line,66-109,"December 31, 1970",37963.22,,66-109,,,Public Service of Oklahoma,TLN114:0109,In service,AEP - PSO,100,289422,,,{1392B284-8B55-4A5D-930E-863F778D14DB},,,S271647,"July 20, 2018",14326.43840282952,
